recon_key,ar_count,bank_count,key_match,amount_match,currency_match,customer_match,date_match,duplicate_ar,duplicate_bank,final_status,exception_reason,action
1929352593,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1928730204,2,1,TRUE,,,,,TRUE,FALSE,EXCEPTION,Duplicate AR Entry,For Investigation
1930204416,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930109209,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,EXCEPTION,Customer discrepancy; Date discrepancy,For Investigation
1929613952,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1930422267,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1930268494,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
2960575055,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Amount discrepancy; Date discrepancy,For Investigation
1929649968,2,1,TRUE,,,,,TRUE,FALSE,EXCEPTION,Duplicate AR Entry,For Investigation
1930130025,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
2960593991,1,2,TRUE,,,,,FALSE,TRUE,EXCEPTION,Duplicate Bank Entry,For Investigation
2960521184,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930302736,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Amount discrepancy; Date discrepancy,For Investigation
1929152786,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930263481,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929537259,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929083293,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929534325,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation
1929006463,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930254145,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
2960580613,1,2,TRUE,,,,,FALSE,TRUE,EXCEPTION,Duplicate Bank Entry,For Investigation
1930370569,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1930181393,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,EXCEPTION,Amount discrepancy,For Investigation
1928859556,2,1,TRUE,,,,,TRUE,FALSE,EXCEPTION,Duplicate AR Entry,For Investigation
1930364803,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
2960571394,1,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Currency discrepancy; Date discrepancy,For Investigation
1929626918,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929321201,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1930432697,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1928883693,2,1,TRUE,,,,,TRUE,FALSE,EXCEPTION,Duplicate AR Entry,For Investigation
1929294223,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929456055,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929636989,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930396244,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1928680886,1,2,TRUE,,,,,FALSE,TRUE,EXCEPTION,Duplicate Bank Entry,For Investigation
2960585493,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1930072381,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation
1928662393,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,EXCEPTION,Customer discrepancy,For Investigation
1991825320,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation
1929497883,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1928719289,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929396864,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929780311,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929352490,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
2960539349,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1928696655,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
2960547941,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1928845097,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930523151,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930047222,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929737091,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929898104,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930148697,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1928808879,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1928985478,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,EXCEPTION,Amount discrepancy,For Investigation
1930391516,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation
2960567629,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1930553295,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
2960552416,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation
1930096769,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1930138383,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929117277,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929231727,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929174555,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1928700942,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929802574,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation
1928793476,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,EXCEPTION,Customer discrepancy; Date discrepancy,For Investigation
1928908109,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1928959025,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Amount discrepancy; Date discrepancy,For Investigation
1929455108,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929912819,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1928812671,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929099557,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,EXCEPTION,Currency discrepancy,For Investigation
1928583045,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1928929592,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1928992166,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930180977,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929083229,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1928745000,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1928778447,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1928874123,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1990569700,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
2960597958,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929982245,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,EXCEPTION,Customer discrepancy,For Investigation
2960538287,2,1,TRUE,,,,,TRUE,FALSE,EXCEPTION,Duplicate AR Entry,For Investigation
2960591920,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1928758088,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation
1930191508,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,EXCEPTION,Customer discrepancy,For Investigation
1929664505,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,EXCEPTION,Currency discrepancy,For Investigation
1929335993,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929168360,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929714983,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,EXCEPTION,Customer discrepancy,For Investigation
1930480777,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929996855,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
2960606177,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1930108090,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929914215,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929493231,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
2960529618,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1930348729,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1928653006,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,EXCEPTION,Customer discrepancy,For Investigation
1930559362,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1991825597,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930009404,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929971058,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929491851,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
2960555327,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation
1930017097,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929231843,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,EXCEPTION,Customer discrepancy; Date discrepancy,For Investigation
1928779846,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
2960566852,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Amount discrepancy; Date discrepancy,For Investigation
1929446197,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929451962,2,1,TRUE,,,,,TRUE,FALSE,EXCEPTION,Duplicate AR Entry,For Investigation
1929372581,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,EXCEPTION,Customer discrepancy,For Investigation
2960556777,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1930193656,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation
1929568341,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929814610,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929742095,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930072020,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,EXCEPTION,Currency discrepancy,For Investigation
1928996760,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929880958,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1930139023,2,1,TRUE,,,,,TRUE,FALSE,EXCEPTION,Duplicate AR Entry,For Investigation
1928646352,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1930159611,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930561372,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
2960556282,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1930476498,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,EXCEPTION,Customer discrepancy,For Investigation
1929915776,1,2,TRUE,,,,,FALSE,TRUE,EXCEPTION,Duplicate Bank Entry,For Investigation
1929623536,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929151742,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Amount discrepancy; Date discrepancy,For Investigation
1929908598,2,1,TRUE,,,,,TRUE,FALSE,EXCEPTION,Duplicate AR Entry,For Investigation
1929848484,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
2960574525,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929910758,1,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Currency discrepancy; Date discrepancy,For Investigation
1930361746,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929844920,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,EXCEPTION,Amount discrepancy,For Investigation
1930240359,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1930186175,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929702417,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929823883,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1991838882,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929907825,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929651277,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929188221,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930460255,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1928543308,1,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Currency discrepancy; Date discrepancy,For Investigation
1930200152,2,1,TRUE,,,,,TRUE,FALSE,EXCEPTION,Duplicate AR Entry,For Investigation
1928563956,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,EXCEPTION,Customer discrepancy,For Investigation
1929322730,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930510198,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation
1928833207,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929250183,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,EXCEPTION,Currency discrepancy,For Investigation
1928648516,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929383019,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,EXCEPTION,Currency discrepancy,For Investigation
1928933553,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1991831901,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Amount discrepancy; Date discrepancy,For Investigation
1929136629,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
2960522561,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929365571,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Amount discrepancy; Date discrepancy,For Investigation
2960520385,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Amount discrepancy; Date discrepancy,For Investigation
1929800858,1,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Currency discrepancy; Date discrepancy,For Investigation
1929872741,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,EXCEPTION,Currency discrepancy,For Investigation
1930560657,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1990568549,1,2,TRUE,,,,,FALSE,TRUE,EXCEPTION,Duplicate Bank Entry,For Investigation
1930010191,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1928749886,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,EXCEPTION,Customer discrepancy; Date discrepancy,For Investigation
1929716316,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation
1929486974,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
2960554983,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,EXCEPTION,Amount discrepancy,For Investigation
2960594674,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929680886,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929225706,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929903279,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929938615,2,1,TRUE,,,,,TRUE,FALSE,EXCEPTION,Duplicate AR Entry,For Investigation
1929059553,1,2,TRUE,,,,,FALSE,TRUE,EXCEPTION,Duplicate Bank Entry,For Investigation
1928902032,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1928799884,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930028092,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929303433,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929576748,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929760406,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930475204,1,2,TRUE,,,,,FALSE,TRUE,EXCEPTION,Duplicate Bank Entry,For Investigation
1930013113,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1930311125,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Amount discrepancy; Date discrepancy,For Investigation
1930098555,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930254927,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929408263,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,EXCEPTION,Customer discrepancy; Date discrepancy,For Investigation
2960608270,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929644508,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation
1928638856,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation
1929052983,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929076842,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929018449,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929206008,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930525630,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930453919,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,EXCEPTION,Customer discrepancy,For Investigation
1928942623,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,EXCEPTION,Currency discrepancy,For Investigation
1930523269,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929700375,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930038380,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930070962,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1930542513,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929265465,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929655524,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation
1929801326,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1929111520,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1930536240,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,MATCHED,,
1928879113,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation
1929608922,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation
