recon_key,ar_count,bank_count,key_match,amount_match,currency_match,customer_match,date_match,duplicate_ar,duplicate_bank,final_status,exception_reason,action,output.ai_likely_cause,output.ai_priority,output.ai_recommended_action,output.ai_explanation,output.ai_confidence,ai_likely_cause,ai_priority,ai_recommended_action,ai_explanation,ai_confidence
1930268494,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
2960575055,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Amount discrepancy; Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1929649968,2,1,TRUE,,,,,TRUE,FALSE,EXCEPTION,Duplicate AR Entry,For Investigation,Duplicate AR Entry,LOW,Investigate the source system to identify why the duplicate AR entry was created and remove the redundant record.,"The transaction exists in both sources with matching amount, currency, and customer information, but the duplicate entry caused a date discrepancy that exceeds the configured reconciliation tolerance.",HIGH,Duplicate AR Entry,LOW,Investigate the source system to identify why the duplicate AR entry was created and remove the redundant record.,"The transaction exists in both sources with matching amount, currency, and customer information, but the duplicate entry caused a date discrepancy that exceeds the configured reconciliation tolerance.",HIGH
2960593991,1,2,TRUE,,,,,FALSE,TRUE,EXCEPTION,Duplicate Bank Entry,For Investigation,Duplicate Bank Entry,LOW,Review the bank's transaction records to identify and remove the duplicate entry causing the reconciliation exception.,"The exception is triggered by a duplicate bank entry, where the same transaction appears more than once in the bank's records but only once in the source system, leading to a reconciliation conflict.",HIGH,Duplicate Bank Entry,LOW,Review the bank's transaction records to identify and remove the duplicate entry causing the reconciliation exception.,"The exception is triggered by a duplicate bank entry, where the same transaction appears more than once in the bank's records but only once in the source system, leading to a reconciliation conflict.",HIGH
1930302736,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Amount discrepancy; Date discrepancy,For Investigation,Amount discrepancy and potential settlement timing difference,LOW,"Verify the amount and date discrepancies by cross-checking the AR posting date with the bank settlement date, and confirm if the timing difference is expected.","The transaction exists in both sources with matching amount, currency, and customer information, but discrepancies in amount and date prevent reconciliation within the configured tolerance. The amount discrepancy may indicate data entry errors or unaccounted transactions, while the date discrepancy could stem from settlement timing differences or posting delays.",HIGH,Amount discrepancy and potential settlement timing difference,LOW,"Verify the amount and date discrepancies by cross-checking the AR posting date with the bank settlement date, and confirm if the timing difference is expected.","The transaction exists in both sources with matching amount, currency, and customer information, but discrepancies in amount and date prevent reconciliation within the configured tolerance. The amount discrepancy may indicate data entry errors or unaccounted transactions, while the date discrepancy could stem from settlement timing differences or posting delays.",HIGH
1930263481,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1929534325,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation,Transaction Present in AR Only,LOW,"Verify if the transaction was posted in AR but not yet settled in the bank, and confirm if the absence in the bank reconciliation is due to timing or missing source data.","The transaction exists in AR but is missing from the bank reconciliation, indicating it may have been posted in AR before the corresponding bank settlement occurred, or the bank record is incomplete.",HIGH,Transaction Present in AR Only,LOW,"Verify if the transaction was posted in AR but not yet settled in the bank, and confirm if the absence in the bank reconciliation is due to timing or missing source data.","The transaction exists in AR but is missing from the bank reconciliation, indicating it may have been posted in AR before the corresponding bank settlement occurred, or the bank record is incomplete.",HIGH
2960580613,1,2,TRUE,,,,,FALSE,TRUE,EXCEPTION,Duplicate Bank Entry,For Investigation,Duplicate Bank Entry,LOW,Investigate the source systems to identify why the same transaction was recorded twice in the bank system and ensure only one entry is processed.,"The transaction exists once in both sources and matches in amount, currency, and customer information, but the duplicate entry in the bank system caused a reconciliation mismatch despite the reconciliation tolerance.",HIGH,Duplicate Bank Entry,LOW,Investigate the source systems to identify why the same transaction was recorded twice in the bank system and ensure only one entry is processed.,"The transaction exists once in both sources and matches in amount, currency, and customer information, but the duplicate entry in the bank system caused a reconciliation mismatch despite the reconciliation tolerance.",HIGH
1930370569,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists in both sources with matching amount, currency, and customer information, but the dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists in both sources with matching amount, currency, and customer information, but the dates do not meet the configured reconciliation tolerance.",HIGH
1930181393,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,EXCEPTION,Amount discrepancy,For Investigation,Amount discrepancy,LOW,"Verify the AR posting amount against the bank statement amount and check for data entry errors, rounding differences, or currency conversion discrepancies.","The transaction exists in both sources with matching currency, customer information, and dates, but the amounts differ, indicating a possible data entry error or rounding difference.",HIGH,Amount discrepancy,LOW,"Verify the AR posting amount against the bank statement amount and check for data entry errors, rounding differences, or currency conversion discrepancies.","The transaction exists in both sources with matching currency, customer information, and dates, but the amounts differ, indicating a possible data entry error or rounding difference.",HIGH
1928859556,2,1,TRUE,,,,,TRUE,FALSE,EXCEPTION,Duplicate AR Entry,For Investigation,Duplicate AR Entry,LOW,Review the AR system for duplicate entries and remove the duplicate record.,"The transaction exists in both sources with matching amount, currency, and customer information, but the duplicate AR entry caused the reconciliation discrepancy. The system detected an exact duplicate, leading to the exception.",HIGH,Duplicate AR Entry,LOW,Review the AR system for duplicate entries and remove the duplicate record.,"The transaction exists in both sources with matching amount, currency, and customer information, but the duplicate AR entry caused the reconciliation discrepancy. The system detected an exact duplicate, leading to the exception.",HIGH
1930364803,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
2960571394,1,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Currency discrepancy; Date discrepancy,For Investigation,Currency and date discrepancies due to different reconciliation settings or timing differences between AR posting and bank settlement.,LOW,"Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected. Additionally, verify currency settings and ensure they match between the sources.","The transaction exists in both sources with matching amount, currency, and customer information, but the dates do not meet the configured reconciliation tolerance. Additionally, there is a currency discrepancy, which may indicate a mismatch in currency settings between the sources.",HIGH,Currency and date discrepancies due to different reconciliation settings or timing differences between AR posting and bank settlement.,LOW,"Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected. Additionally, verify currency settings and ensure they match between the sources.","The transaction exists in both sources with matching amount, currency, and customer information, but the dates do not meet the configured reconciliation tolerance. Additionally, there is a currency discrepancy, which may indicate a mismatch in currency settings between the sources.",HIGH
1929626918,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1929321201,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1930432697,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1928883693,2,1,TRUE,,,,,TRUE,FALSE,EXCEPTION,Duplicate AR Entry,For Investigation,Duplicate AR Entry,LOW,Review the AR system for duplicate entries and remove or reconcile the duplicate record.,"The transaction exists in both sources with matching amount, currency, and customer information, but the duplicate entry caused the reconciliation discrepancy. The system detected two identical entries for the same transaction.",HIGH,Duplicate AR Entry,LOW,Review the AR system for duplicate entries and remove or reconcile the duplicate record.,"The transaction exists in both sources with matching amount, currency, and customer information, but the duplicate entry caused the reconciliation discrepancy. The system detected two identical entries for the same transaction.",HIGH
1929456055,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1930396244,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1928680886,1,2,TRUE,,,,,FALSE,TRUE,EXCEPTION,Duplicate Bank Entry,For Investigation,Duplicate Bank Entry,LOW,Review the bank entries to identify and remove duplicate records. Verify if the duplicate entry was caused by a manual input error or system duplication.,"The transaction appears once in both sources, but the duplicate bank entry suggests the same transaction was recorded twice in the bank system. This duplication may arise from manual re-entry, system synchronization issues, or conflicting batch processes, leading to a mismatch in records despite matching amounts and customer details.",HIGH,Duplicate Bank Entry,LOW,Review the bank entries to identify and remove duplicate records. Verify if the duplicate entry was caused by a manual input error or system duplication.,"The transaction appears once in both sources, but the duplicate bank entry suggests the same transaction was recorded twice in the bank system. This duplication may arise from manual re-entry, system synchronization issues, or conflicting batch processes, leading to a mismatch in records despite matching amounts and customer details.",HIGH
2960585493,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1930072381,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation,Possible settlement timing difference where the bank has not yet settled the transaction.,LOW,Verify if the bank has not yet settled the transaction and confirm if the timing difference is expected based on reconciliation rules.,"The transaction exists in AR but is missing in the bank records. The matching details (amount, currency, customer) suggest the transaction is valid, but the absence in the bank system indicates a potential settlement timing difference.",HIGH,Possible settlement timing difference where the bank has not yet settled the transaction.,LOW,Verify if the bank has not yet settled the transaction and confirm if the timing difference is expected based on reconciliation rules.,"The transaction exists in AR but is missing in the bank records. The matching details (amount, currency, customer) suggest the transaction is valid, but the absence in the bank system indicates a potential settlement timing difference.",HIGH
1928662393,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,EXCEPTION,Customer discrepancy,For Investigation,Customer master data inconsistency,LOW,Verify customer details in both AR system and banking source to identify mismatched master data.,"The transaction exists in both sources with matching amount, currency, and other details, but customer information differs, causing the discrepancy.",HIGH,Customer master data inconsistency,LOW,Verify customer details in both AR system and banking source to identify mismatched master data.,"The transaction exists in both sources with matching amount, currency, and other details, but customer information differs, causing the discrepancy.",HIGH
1991825320,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation,Transaction Present in AR Only,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance. The discrepancy arises because the transaction is present in AR but missing from the bank system, indicating a potential timing difference in settlement or posting.",HIGH,Transaction Present in AR Only,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance. The discrepancy arises because the transaction is present in AR but missing from the bank system, indicating a potential timing difference in settlement or posting.",HIGH
1929396864,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Date discrepancy due to settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Date discrepancy due to settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1929780311,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance. The exception reason specifies a date discrepancy, indicating the dates differ beyond the allowed tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance. The exception reason specifies a date discrepancy, indicating the dates differ beyond the allowed tolerance.",HIGH
1929352490,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
